"Palavra,Classificacao"
"anoxia, substantivo"
"anquilose, substantivo"
"anseio, substantivo"
"ansia, substantivo"
"ansiao, substantivo"
"ansiedade, substantivo"
"ansiolitico, substantivo"
"anspecada, substantivo"
"anta, substantivo"
"antagonico, substantivo"
"antagonismo, substantivo"
"antagonista, substantivo"
"antanho, substantivo"
"antares, substantivo"
"antartico, substantivo"
"antartida, substantivo"
"ante, substantivo"
"anteambulo, substantivo"
"antecedente, substantivo"
"anteceder, verbo"
"antecipar, verbo"
"anteco, substantivo"
"antediluviano, substantivo"
"anteloquio, substantivo"
"antena, substantivo"
"anteontem, substantivo"
"anteparo, substantivo"
"antepassado, substantivo"
"antepasto, substantivo"
"antera, substantivo"
"anterior, verbo"
"anterogrado, substantivo"
"anterozoide, substantivo"
"antevieiro, substantivo"
"anthem, substantivo"
"anthropos, substantivo"
"antibiose, substantivo"
"anticoncepcao, substantivo"
"anticonstitucionalissimamente, substantivo"
"anticrese, substantivo"
"antidiuretico, substantivo"
"antidoto, substantivo"
"antiflogistico, substantivo"
"antifona, substantivo"
"antigo, substantivo"
"antilhas, substantivo"
"antilogia, substantivo"
"antilope, substantivo"
"antimonio, substantivo"
"antineutrino, substantivo"
"antinomia, substantivo"
"antioquia, substantivo"
"antipatia, substantivo"
"antipatico, substantivo"
"antiperspirante, substantivo"
"antipoda, substantivo"
"antiquado, substantivo"
"antiquario, substantivo"
"antitese, substantivo"
"antitranspirante, substantivo"
"antivirus, substantivo"
"antlia pneumatica, substantivo"
"antlo-, substantivo"
"antocerofita, substantivo"
"antogenese, substantivo"
"antojo, substantivo"
"antolho, substantivo"
"antologia, substantivo"
"antonimo, substantivo"
"antonino, substantivo"
"antonio, substantivo"
"antonomasia, substantivo"
"antotipia, substantivo"
"antozoario, substantivo"
"antraceno, substantivo"
"antracnose, substantivo"
"antracose, substantivo"
"antraquinona, substantivo"
"antro, substantivo"
"antrokaryon amazonica, substantivo"
"antropico, substantivo"
"antropocentrismo, substantivo"
"antropocultural, substantivo"
"antropofago, substantivo"
"antropogenico, substantivo"
"antropoide, substantivo"
"antropologia, substantivo"
"antropomorfismo, substantivo"
"antroponimo, substantivo"
"antropos, substantivo"
"antropozoomorfico, substantivo"
"antuerpia, substantivo"
"anual, substantivo"
"anuente, substantivo"
"anuir, verbo"
"anular, verbo"
"anuncio, substantivo"
"anuptaphobia, substantivo"
"anuro, substantivo"
"anus, substantivo"
"anuviar, verbo"
"anverso, substantivo"
"anwar, verbo"
"anywhere, substantivo"
"anziano, substantivo"
"anzol, substantivo"
"aoristo, substantivo"
"aorta, substantivo"
"apagado, substantivo"
"apagar, verbo"
"apagogia, substantivo"
"apalpar, verbo"
"apanagio, substantivo"
"apanhado, substantivo"
"apanhar, verbo"
"apaniguado, substantivo"
"aparador, verbo"
"aparatar, verbo"
"aparato, substantivo"
"aparecer, verbo"
"aparecida, substantivo"
"aparelhamento, substantivo"
"aparelho, substantivo"
"aparencia, substantivo"
"aparente, substantivo"
"aparicao, substantivo"
"apart, substantivo"
"apart-hotel, substantivo"
"apartacao, substantivo"
"apartamento, substantivo"
"apartheid, substantivo"
"aparvalhado, substantivo"
"apascentar, verbo"
"apateismo, substantivo"
"apatia, substantivo"
"apatico, substantivo"
"apavorado, substantivo"
"apaziguar, verbo"
"ape, substantivo"
"apear, verbo"
"apedeuta, substantivo"
"apedrejar, verbo"
"apego, substantivo"
"apeirophobia, substantivo"
"apelacao, substantivo"
"apelar, verbo"
"apelido, substantivo"
"apelo, substantivo"
"apenas, substantivo"
"apendicectomia, substantivo"
"apensamento, substantivo"
"apensar, verbo"
"apenso, substantivo"
"aperceber, verbo"
"aperfeicoamento, substantivo"
"aperfeicoar, verbo"
"apertar, verbo"
"apesar, verbo"
"apetecer, verbo"
"apetite, substantivo"
"apetrecho, substantivo"
"apexcardiograma, substantivo"
"apical, substantivo"
"apice, substantivo"
"apicola, substantivo"
"apito, substantivo"
"aplacavel, substantivo"
"aplauso, substantivo"
"aplicar, verbo"
"apneia, substantivo"
"apo-, substantivo"
"apocalipse, substantivo"
"apocope, substantivo"
"apocrifo, substantivo"
"apocrino, substantivo"
"apodadura, substantivo"
"apoditico, substantivo"
"apodo, substantivo"
"apodrecer, verbo"
"apofantico, substantivo"
"apofase, substantivo"
"apofatico, substantivo"
"apofonia, substantivo"
"apofrenia, substantivo"
"apogeu, substantivo"
"apoiar, verbo"
"apoio, substantivo"
"apojadura, substantivo"
"apolice, substantivo"
"apolinario, substantivo"
"apolipoproteina, substantivo"
"apolitico, substantivo"
"apolo, substantivo"
"apologetica, substantivo"
"apologia, substantivo"
"apologizar, verbo"
"apologo, substantivo"
"apomorfia, substantivo"
"aponeurose, substantivo"
"apontador, verbo"
"apontar, verbo"
"apophenia, substantivo"
"apoplexia, substantivo"
"apopompaios, substantivo"
"apoptose, substantivo"
"apoquentar, verbo"
"aporia, substantivo"
"aporrinhar, verbo"
"aportar, verbo"
"apos, substantivo"
"aposematica, substantivo"
"aposentadoria, substantivo"
"aposentar, verbo"
"aposento, substantivo"
"aposicional, substantivo"
"aposiopese, substantivo"
"apossinclise, substantivo"
"aposta, substantivo"
"apostata, substantivo"
"apostila, substantivo"
"aposto, substantivo"
"apostolo, substantivo"
"apostrofe, substantivo"
"apostrofo, substantivo"
"apotecario, substantivo"
"apotegma, substantivo"
"apotema, substantivo"
"apoteose, substantivo"
"apotropaico, substantivo"
"apoucar, verbo"
"appaloosa, substantivo"
"apparatus sculptoris, substantivo"
"apple, substantivo"
"apprivoiser, verbo"
"approach, substantivo"
"aprazer, verbo"
"aprazivel, substantivo"
"apre, substantivo"
"aprecar, verbo"
"apreciado, substantivo"
"apreciar, verbo"
"apreco, substantivo"
"apreender, verbo"
"apreensao, substantivo"
"apregoado, substantivo"
"apregoar, verbo"
"aprender, verbo"
"aprendizagem, substantivo"
"apres, substantivo"
"apresentacao, substantivo"
"apresentar, verbo"
"apressar, verbo"
"aprimorar, verbo"
"aprisco, substantivo"
"aprofundar, verbo"
"apropriacao, substantivo"
"aprosexia, substantivo"
"aprovar, verbo"
"aproveitar, verbo"
"aproximar, verbo"
"aprumo, substantivo"
"aptidao, substantivo"
"apto, substantivo"
"apud, substantivo"
"apulia, substantivo"
"apupo, substantivo"
"apurar, verbo"
"apuro, substantivo"
"aquaponia, substantivo"
"aquarela, substantivo"
"aquario, substantivo"
"aquecer, verbo"
"aquedutos, substantivo"
"aquele, substantivo"
"aquem, substantivo"
"aqueronte, substantivo"
"aquesto, substantivo"
"aqueus, substantivo"
"aqui, substantivo"
"aquiescer, verbo"
"aquifero, substantivo"
"aquilatar, verbo"
"aquiles, substantivo"
"aquilia, substantivo"
"aquilo, substantivo"
"aquinhoar, verbo"
"aquiropita, substantivo"
"aquisicao, substantivo"
"aquoso, substantivo"
"ar, verbo"
"araba, substantivo"
"arabe, substantivo"
"arabesco, substantivo"
"arabia, substantivo"
"araca, substantivo"
"aracnideos, substantivo"
"aracnoide, substantivo"
"aragem, substantivo"
"araguaia, substantivo"
"aramaico, substantivo"
"arame, substantivo"
"arandela, substantivo"
"aranha, substantivo"
"aranhas, substantivo"
"aranzel, substantivo"
"arapuca, substantivo"
"araque, substantivo"
"araquidonico, substantivo"
"arara, substantivo"
"ararate, substantivo"
"araticum, substantivo"
"araucano, substantivo"
"araucaria, substantivo"
"araujo, substantivo"
"arauto, substantivo"
"arbitrario, substantivo"
"arbitrio, substantivo"
"arbitro, substantivo"
"arboreo, substantivo"
"arboreto, substantivo"
"arboricola, substantivo"
"arborismo, substantivo"
"arbovirus, substantivo"
"arbustivo, substantivo"
"arbusto, substantivo"
"arca, substantivo"
"arcabouco, substantivo"
"arcabuz, substantivo"
"arcadas, substantivo"
"arcadia, substantivo"
"arcadismo, substantivo"
"arcaico, substantivo"
"arcanjo, substantivo"
"arcano, substantivo"
"arcar, verbo"
"arcebispo, substantivo"
"archote, substantivo"
"arco, substantivo"
"arco-iris, substantivo"
"arcobaleno, substantivo"
"arcobotante, substantivo"
"arcontado, substantivo"
"arconte, substantivo"
"ardil, substantivo"
"ardilla, substantivo"
"ardiloso, substantivo"
"ardor, verbo"
"ardosia, substantivo"
"are, substantivo"
"area, substantivo"
"areas, substantivo"
"areata, substantivo"
"areia, substantivo"
"arejar, verbo"
"arena, substantivo"
"arenga, substantivo"
"arenito, substantivo"
"arenque, substantivo"
"areopago, substantivo"
"aresta, substantivo"
"arfar, verbo"
"argentario, substantivo"
"argentina, substantivo"
"argila, substantivo"
"arginina, substantivo"
"argola, substantivo"
"argonauta, substantivo"
"argonio, substantivo"
"argos, substantivo"
"argot, substantivo"
"argucia, substantivo"
"argucioso, substantivo"
"argueiro, substantivo"
"arguicao, substantivo"
"arguir, verbo"
"argumento, substantivo"
"aria, substantivo"
"ariadne, substantivo"
"ariana, substantivo"
"ariane, substantivo"
"ariano, substantivo"
"aries, substantivo"
"ariete, substantivo"
"arila, substantivo"
"-ario, substantivo"
"ariovaldo, substantivo"
"arisco, substantivo"
"aristeu, substantivo"
"aristim, substantivo"
"aristocles, substantivo"
"aristocracia, substantivo"
"aristoteles, substantivo"
"aritenoide, substantivo"
"aritmetica, substantivo"
"aritmomancia, substantivo"
"arkhe-, substantivo"
"arlequim, substantivo"
"arlette, substantivo"
"arm, substantivo"
"arma, substantivo"
"armacao, substantivo"
"armadeira, substantivo"
"armadilha, substantivo"
"armadillo, substantivo"
"armadura, substantivo"
"armagedon, substantivo"
"armamentizacao, substantivo"
"armar, verbo"
"armarinho, substantivo"
"armario, substantivo"
"armatoste, substantivo"
"armazem, substantivo"
"armazens, substantivo"
"armento, substantivo"
"armila, substantivo"
"armilar, verbo"
"armindo, substantivo"
"armisticio, substantivo"
"armorial, substantivo"
"arnica, substantivo"
"aro, substantivo"
"aroma, substantivo"
"aromatico, substantivo"
"arouche, substantivo"
"arpao, substantivo"
"arquegonio, substantivo"
"arquejar, verbo"
"arquentero, substantivo"
"arqueologia, substantivo"
"arqueologo, substantivo"
"arquetipo, substantivo"
"arqui-, substantivo"
"arquidiocese, substantivo"
"arquienganador, verbo"
"arquipelago, substantivo"
"arquiteto, substantivo"
"arquitetonico, substantivo"
"arquivo, substantivo"
"arquivos, substantivo"
"arrabalde, substantivo"
"arraia, substantivo"
"arraia-miuda, substantivo"
"arraial, substantivo"
"arraigar, verbo"
"arrancar, verbo"
"arranhar, verbo"
"arranjar, verbo"
"arranjo, substantivo"
"arras, substantivo"
"arrasar, verbo"
"arrastar, verbo"
"arrazoar, verbo"
"arre, substantivo"
"arrear, verbo"
"arrebatamento, substantivo"
"arrebatar, verbo"
"arrebentar, verbo"
"arrebol, substantivo"
"arrecadas, substantivo"
"arrecife, substantivo"
"arredar, verbo"
"arredio, substantivo"
"arredondar, verbo"
"arrefecer, verbo"
"arregacar, verbo"
"arregalar, verbo"
"arregar, verbo"
"arreglo, substantivo"
"arremate, substantivo"
"arremedar, verbo"
"arremesso, substantivo"
"arremeter, verbo"
"arrenotoquia, substantivo"
"arrepender, verbo"
"arrependimento, substantivo"
"arrepio, substantivo"
"arrestar, verbo"
"arresto, substantivo"
"arretado, substantivo"
"arretar, verbo"
"arreter, verbo"
"arriar, verbo"
"arriba, substantivo"
"arribar, verbo"
"arrimo, substantivo"
"arriscar, verbo"
"arrivederci, substantivo"
"arrivista, substantivo"
"arroba, substantivo"
"arrochar, verbo"
"arrocho, substantivo"
"arrodear, verbo"
"arrogancia, substantivo"
"arrogante, substantivo"
"arrogar, verbo"
"arroio, substantivo"
"arrojo, substantivo"
"arrolar, verbo"
"arrombar, verbo"
"arroteamento, substantivo"
"arroto, substantivo"
"arroubo, substantivo"
"arroxar, verbo"
"arroxear, verbo"
"arroz, substantivo"
"arruaca, substantivo"
"arruda, substantivo"
"arruinar, verbo"
"arrumacao, substantivo"
"arrumar, verbo"
"arse, substantivo"
"arsenal, substantivo"
"arsenico, substantivo"
"arsenokoites, substantivo"
"arside, substantivo"
"art, substantivo"
"arte, substantivo"
"artefato, substantivo"
"artelho, substantivo"
"artemis, substantivo"
"arteria, substantivo"
"arterioscopia, substantivo"
"artesanato, substantivo"
"artesao, substantivo"
"artesiano, substantivo"
"artico, substantivo"
"articulacao, substantivo"
"articulacao tibiofibuloastragalina, substantivo"
"articulus talocruralis, substantivo"
"artificial, substantivo"
"artificio, substantivo"
"artigo, substantivo"
"artilharia, substantivo"
"artimanha, substantivo"
"artista, substantivo"
"artrite, substantivo"
"artroidal, substantivo"
"artroplastia, substantivo"
"artrose, substantivo"
"artur, verbo"
"aruanda, substantivo"
"arvorar, verbo"
"arvore, substantivo"
"arx, substantivo"
"as, substantivo"
"as...as, substantivo"
"asa, substantivo"
"asas, substantivo"
"asbestos, substantivo"
"ascencao, substantivo"
"ascender, verbo"
"ascese, substantivo"
"asceta, substantivo"
"asceticismo, substantivo"
"ascetico, substantivo"
"ascetismo, substantivo"
"asclepias, substantivo"
"ascomiceto, substantivo"
"asconoide, substantivo"
"asdrubal, substantivo"
"-ase, substantivo"
"asfalto, substantivo"
"asfixiar, verbo"
"asfodelo, substantivo"
"ashkenaz, substantivo"
"asia, substantivo"
"asilo, substantivo"
"asinha, substantivo"
"ask, substantivo"
"askesis, substantivo"
"asma, substantivo"
"asna, substantivo"
"asneira, substantivo"
"asno, substantivo"
"aspa, substantivo"
"aspar, verbo"
"asparagina, substantivo"
"aspargo, substantivo"
"aspartame, substantivo"
"aspartato, substantivo"
"aspartico, substantivo"
"aspas, substantivo"
"aspecto, substantivo"
"aspereza, substantivo"
"aspergir, verbo"
"asperula, substantivo"
"aspirante, substantivo"
"aspirar, verbo"
"aspirina, substantivo"
"aspro, substantivo"
"asqueroso, substantivo"
"ass, substantivo"
"assacar, verbo"
"assai, substantivo"
"assaltante, substantivo"
"assalto, substantivo"
"assanhar, verbo"
"assar, verbo"
"assassino, substantivo"
"assassino contumaz, substantivo"
"assaz, substantivo"
"assedio, substantivo"
"asseio, substantivo"
"assemble, substantivo"
"assembleia, substantivo"
"assentamento, substantivo"
"assentar, verbo"
"assentir, verbo"
"assento, substantivo"
"asseptico, substantivo"
"assercao, substantivo"
"assertar, verbo"
"assertividade, substantivo"
"assertivo, substantivo"
"assertorico, substantivo"
"assessor, verbo"
"assessoria, substantivo"
"asseveracao, substantivo"
"asseverar, verbo"
"assexuado, substantivo"
"assez, substantivo"
"assiduo, substantivo"
"assim, substantivo"
"assimetria, substantivo"
"assimetrico, substantivo"
"assimilacao, substantivo"
"assimilar, verbo"
"assinar, verbo"
"assinatura, substantivo"
"assindeto, substantivo"
"assiniboine, substantivo"
"assintota, substantivo"
"assirio, substantivo"
"assisado, substantivo"
"assistente, substantivo"
"assistir, verbo"
"assoar, verbo"
"assobiar, verbo"
"assobio, substantivo"
"associacao, substantivo"
"associar, verbo"
"assombrado, substantivo"
"assombrar, verbo"
"assombroso, substantivo"
"assonancia, substantivo"
"assoprar, verbo"
"assorear, verbo"
"assos, substantivo"
"assua, substantivo"
"assuada, substantivo"
"assuar, verbo"
"assumir, verbo"
"assuncao, substantivo"
"assungar, verbo"
"assunto, substantivo"
"assustador, verbo"
"astana, substantivo"
"astato, substantivo"
"asteca, substantivo"
"astenia, substantivo"
"astenosfera, substantivo"
"asterio, substantivo"
"asterisco, substantivo"
"asterixis, substantivo"
"asteroide, substantivo"
"astigmatismo, substantivo"
"astor, verbo"
"astoria, substantivo"
"astragalo, substantivo"
"astral, substantivo"
"astreinte, substantivo"
"astrogildo, substantivo"
"astrolabio, substantivo"
"astrologia, substantivo"
"astronave, substantivo"
"astronomia, substantivo"
"astucia, substantivo"
"asturias, substantivo"
"astuto, substantivo"
"at, substantivo"
"ata, substantivo"
"atabalhoar, verbo"
"atabaque, substantivo"
"atacado, substantivo"
"atacar, verbo"
"atadura, substantivo"
"atafona, substantivo"
"atage, substantivo"
"ataimado, substantivo"
"atalaia, substantivo"
"atalho, substantivo"
"ataliba, substantivo"
"ataques, substantivo"
"atar, verbo"
"atarantado, substantivo"
"atarantar, verbo"
"ataraxia, substantivo"
"atarraxar, verbo"
"ataude, substantivo"
"ataviar, verbo"
"atavico, substantivo"
"atavismo, substantivo"
"ataxia, substantivo"
"atazanar, verbo"
"ate, substantivo"
"atelectasia, substantivo"
"atelie, substantivo"
"atemporal, substantivo"
"atenazar, verbo"
"atencao, substantivo"
"atender, verbo"
"atentado, substantivo"
"atento, substantivo"
"ater, verbo"
"aterosclerose, substantivo"
"aterrissar, verbo"
"aterro, substantivo"
"atestar, verbo"
"atetoide, substantivo"
"atetose, substantivo"
"ateu, substantivo"
"athalia, substantivo"
"athelstan, substantivo"
"athena, substantivo"
"aticar, verbo"
"atilar, verbo"
"atilho, substantivo"
"atimo, substantivo"
"atinar, verbo"
"atinente, substantivo"
"atingir, verbo"
"atirar, verbo"
"atitude, substantivo"
"ativar, verbo"
"ativismo, substantivo"
"ativista, substantivo"
"ativo, substantivo"
"atlantico, substantivo"
"atlantis, substantivo"
"atlas, substantivo"
"atleta, substantivo"
"atmosfera, substantivo"
"ato, substantivo"
"atochar, verbo"
"atol, substantivo"
"atolar, verbo"
"atolondrado, substantivo"
"atomo, substantivo"
"atonito, substantivo"
"atopia, substantivo"
"ator, verbo"
"atordoado, substantivo"
"atordoar, verbo"
"atormentar, verbo"
"atouguia, substantivo"
"atra, substantivo"
"atrabiliario, substantivo"
"atracao, substantivo"
"atrair, verbo"
"atrapalhar, verbo"
"atrasar, verbo"
"atraso, substantivo"
"atravancar, verbo"
"atraves, substantivo"
"atravessar, verbo"
"atresia, substantivo"
"atrever-se, substantivo"
"atrevido, substantivo"
"atribuicao, substantivo"
"atribular, verbo"
"atributo, substantivo"
